sample	stromal	immune	estimate
TCGA-A2-A0CK-01	2921.66001983111	2529.41138099668	5451.07140082779
TCGA-E2-A1L8-01	3309.82012728954	2077.95557995026	5387.7757072398
TCGA-EW-A1PG-01	3530.25672152208	1698.99832032194	5229.25504184402
TCGA-E2-A14Q-01	2361.01854602387	1684.66117496824	4045.67972099211
TCGA-EW-A1OY-01	1844.9781847707	1763.94025101818	3608.91843578888
TCGA-BH-A18H-01	3122.85230654537	4497.46786152877	7620.32016807413
TCGA-BH-A0HU-01	1399.26958934834	1272.47348343989	2671.74307278823
TCGA-AO-A03R-01	2194.96190520791	3397.00102466846	5591.96292987637
TCGA-A7-A26J-01	3449.71760254008	2119.88215326303	5569.59975580311
TCGA-AN-A0FS-01	3629.71050022479	1348.49071614278	4978.20121636757
TCGA-A2-A0ST-01	3381.27087647528	6752.57213088471	10133.84300736
TCGA-D8-A27W-01	3041.5244196377	2417.38851850839	5458.91293814609
TCGA-A2-A0SW-01	3506.12899674876	4373.08469272469	7879.21368947346
TCGA-AO-A1KS-01	2674.55337167426	1688.00838645424	4362.56175812849
TCGA-GM-A2DL-01	4085.63623749378	2813.46149563833	6899.09773313211
TCGA-BH-A0H5-11	2475.85580101664	1465.58859614251	3941.44439715915
TCGA-E9-A1RI-11	4738.89595213139	2570.95109364317	7309.84704577457
TCGA-A2-A04X-01	2585.98230577244	4221.53522262983	6807.51752840227
TCGA-EW-A1J6-01	1779.42035591644	3282.54598436429	5061.96634028073
TCGA-B6-A0RP-01	3659.53214393997	2660.27649781805	6319.80864175802
TCGA-E2-A159-01	3046.09698879083	4562.52083674544	7608.61782553627
TCGA-BH-A0W4-01	2908.70592143762	979.425528693215	3888.13145013084
TCGA-E2-A10E-01	2250.17187861854	1942.94547187386	4193.1173504924
TCGA-OL-A6VO-01	1117.57138568572	2115.13041362476	3232.70179931048
TCGA-D8-A1Y3-01	2212.31391830266	3448.35050346331	5660.66442176598
TCGA-BH-A209-11	4749.95787688503	3661.74676098289	8411.70463786792
TCGA-E2-A14V-01	1624.1578373493	931.94448756952	2556.10232491882
TCGA-BH-A18V-06	2515.10363288145	5751.52103979912	8266.62467268057
TCGA-A2-A0D0-01	360.956397077759	2990.47611810127	3351.43251517903
TCGA-A2-A0T5-01	2637.14402598091	1606.86117199395	4244.00519797486
TCGA-AN-A0XS-01	4026.06890771897	3350.18788015809	7376.25678787706
TCGA-B6-A402-01	1119.94400381215	668.381454168624	1788.32545798077
TCGA-D8-A1JB-01	3509.72526189708	4592.37557605516	8102.10083795224
TCGA-E2-A109-01	2434.70688260743	1765.85694281535	4200.56382542278
TCGA-B6-A0RE-01	1633.19725692186	1598.00417307762	3231.20142999948
TCGA-E9-A1RB-11	4591.14800596277	3428.75462073941	8019.90262670218
TCGA-E2-A2P5-01	2611.34235719372	1788.98884978344	4400.33120697716
TCGA-OL-A66K-01	2998.71191726355	1384.51657960153	4383.22849686508
TCGA-S3-AA11-01	1202.94036889878	388.752555603411	1591.69292450219
TCGA-C8-A134-01	2061.30584932044	3362.82323926931	5424.12908858976
TCGA-BH-A0DH-11	3732.93872649755	2598.89000106551	6331.82872756306
TCGA-AN-A0AT-01	1130.80222280374	2124.07638522862	3254.87860803235
TCGA-BH-A0HN-01	396.038075052123	1235.74487388743	1631.78294893955
TCGA-GM-A2DN-01	3184.1339769218	4694.03434082529	7878.16831774709
TCGA-E9-A1RD-11	5000.31067324012	3022.54374128969	8022.85441452981
TCGA-AO-A12D-01	4158.82825958721	4376.11579950094	8534.94405908815
TCGA-A8-A08C-01	1885.24661741267	1242.35679376201	3127.60341117468
TCGA-C8-A274-01	1254.37905341068	1407.77840997896	2662.15746338964
TCGA-BH-A0HX-01	3148.39024856956	1986.65289945343	5135.04314802299
TCGA-E9-A1NE-01	4126.07213500381	5506.35004501945	9632.42218002326
TCGA-BH-A0BP-01	4052.53631138224	1985.72233889114	6038.25865027338
TCGA-BH-A18Q-11	3211.13917205612	1733.36046382806	4944.49963588418
TCGA-AR-A2LM-01	4052.70621936951	2344.05246848102	6396.75868785053
TCGA-BH-A1FR-01	2081.83503812167	2512.9459976005	4594.78103572217
TCGA-B6-A0I1-01	-289.911955774261	310.689357080529	20.7774013062676
TCGA-W8-A86G-01	2256.33226496324	487.084533059543	2743.41679802278
TCGA-PL-A8LZ-01	4151.00380791142	4899.48842562467	9050.49223353609
TCGA-LD-A7W5-01	3284.35702791321	4633.50957075235	7917.86659866556
TCGA-D8-A1XU-01	3684.11180445979	2349.13605627795	6033.24786073774
TCGA-E2-A15G-01	1674.68935386967	1221.46367048874	2896.15302435841
TCGA-A2-A04R-01	2122.75549485158	405.018412035225	2527.77390688681
TCGA-AO-A126-01	3858.93594615746	2341.16708873546	6200.10303489293
TCGA-AO-A0JM-01	3293.21419062769	2237.83107647454	5531.04526710222
TCGA-EW-A2FS-01	2264.2879672497	2648.04340049311	4912.3313677428
TCGA-E2-A1LH-01	3180.4423352468	5358.00872622649	8538.45106147329
TCGA-A2-A25D-01	3144.95878013759	4703.01056646524	7847.96934660283
TCGA-E9-A243-01	4454.71057120485	6155.56061534874	10610.2711865536
TCGA-4H-AAAK-01	3917.95319297593	2216.29181277518	6134.24500575111
TCGA-E9-A1N6-01	3685.46383138979	2154.169063078	5839.63289446779
TCGA-BH-A0E9-01	2786.63346588837	2226.66751224303	5013.3009781314
TCGA-B6-A1KI-01	3118.28252394128	783.711511748512	3901.99403568979
TCGA-D8-A1X9-01	3678.89601645556	2799.61077723163	6478.50679368718
TCGA-BH-A0BJ-11	3321.62826561512	1608.93471883177	4930.56298444688
TCGA-A1-A0SB-01	1351.5210445228	-446.996800459289	904.524244063509
TCGA-E2-A14P-01	1407.41981058555	2527.25244927654	3934.67225986209
TCGA-E9-A1R7-11	5453.0755362223	3325.75883971126	8778.83437593355
TCGA-BH-A0W5-01	3828.83830824949	4980.08684970975	8808.92515795924
TCGA-E2-A15I-01	2748.78206674827	2900.93853267863	5649.7205994269
TCGA-A2-A3XY-01	4041.59956885988	4047.3275199944	8088.92708885428
TCGA-BH-A0H5-01	3674.62959111385	6804.32931577323	10478.9589068871
TCGA-OL-A5RY-01	4497.08736436649	5612.82030821489	10109.9076725814
TCGA-E9-A227-01	3573.02026306464	3647.09256116722	7220.11282423186
TCGA-C8-A8HR-01	4681.83836094046	3970.71054183767	8652.54890277813
TCGA-EW-A2FV-01	3332.42886236677	3273.21475907705	6605.64362144382
TCGA-BH-A1FG-11	3408.13580741993	2202.00356758112	5610.13937500104
TCGA-BH-A0BG-01	2346.55816782524	4106.70535175524	6453.26351958048
TCGA-D8-A3Z5-01	1826.72713642265	1229.81201847948	3056.53915490213
TCGA-BH-A1FD-01	3083.94260784413	1988.51187809669	5072.45448594082
TCGA-B6-A0RV-01	2310.13809173226	2778.50426858683	5088.64236031909
TCGA-E2-A1LA-01	3145.68092252284	4369.65078043692	7515.33170295976
TCGA-A2-A04Y-01	2848.67137404697	3573.75766099841	6422.42903504537
TCGA-AR-A24O-01	4950.83573803045	3410.79085168488	8361.62658971533
TCGA-EW-A2FW-01	2215.72544450563	1134.55849453839	3350.28393904402
TCGA-A2-A0CQ-01	1762.87707819278	2626.4664573768	4389.34353556958
TCGA-GM-A2DA-01	3838.67908923515	4013.75647718083	7852.43556641598
TCGA-E9-A1NH-01	4112.18783456487	2557.33758200761	6669.52541657248
TCGA-AO-A12A-01	3406.93792409381	2472.40858354278	5879.3465076366
TCGA-EW-A1IW-01	3226.11325480685	2377.74640531906	5603.8596601259
TCGA-E2-A14U-01	957.280691174279	1028.46696643749	1985.74765761176
TCGA-C8-A12K-01	3023.16249112629	5627.13935305475	8650.30184418104
TCGA-OL-A5RU-01	2724.67275788354	4170.0494895272	6894.72224741074
TCGA-LL-A5YM-01	2099.60370134517	2084.26889755682	4183.87259890199
TCGA-BH-A0BS-01	1423.29219815732	1237.80590456135	2661.09810271867
TCGA-AR-A2LK-01	2966.07516121442	2171.47140556919	5137.54656678361
TCGA-OL-A6VR-01	330.866805817457	546.297288119323	877.16409393678
TCGA-5L-AAT1-01	3708.83279977926	4795.75349977559	8504.58629955485
TCGA-E9-A1NA-01	3577.13035956084	3083.87670401669	6661.00706357754
TCGA-A8-A091-01	2419.99894035638	1598.27840762552	4018.2773479819
TCGA-A8-A07E-01	4509.57293361635	2948.21856812921	7457.79150174556
TCGA-BH-A18K-01	3174.89737327318	1661.73170350578	4836.62907677897
TCGA-A1-A0SJ-01	3061.26583707253	1791.07138035805	4852.33721743059
TCGA-D8-A1JL-01	3927.1209181952	4373.09610370134	8300.21702189654
TCGA-AR-A0TY-01	1365.42373926346	1032.35292797259	2397.77666723605
TCGA-E2-A574-01	-385.683478041904	-128.844995348855	-514.528473390759
TCGA-A8-A097-01	3705.78426532961	2543.97341230606	6249.75767763567
TCGA-AN-A0FZ-01	2309.27250543475	845.794695979307	3155.06720141405
TCGA-BH-A0E6-01	1970.2387934766	2774.06072863073	4744.29952210734
TCGA-C8-A132-01	3997.47604784006	3898.49131727105	7895.9673651111
TCGA-BH-A0H6-01	3017.86259923582	1087.05315299929	4104.91575223511
TCGA-B6-A0RG-01	2123.31737181458	723.852095723786	2847.16946753837
TCGA-PL-A8LY-01	832.372291712868	1595.70190137638	2428.07419308925
TCGA-D8-A1XS-01	3468.99573463386	2109.17798494488	5578.17371957874
TCGA-D8-A1JT-01	1439.84783843993	1633.45716972909	3073.30500816902
TCGA-B6-A0RS-01	2770.17778991197	3289.3788460064	6059.55663591838
TCGA-AC-A8OP-01	2912.94708012745	2006.30330263815	4919.2503827656
TCGA-E9-A1RG-01	2357.83792042019	2486.70035476748	4844.53827518767
TCGA-C8-A12Y-01	2601.48629310134	1828.56813186695	4430.05442496829
TCGA-BH-A0DP-01	3699.06303095679	3098.66571401413	6797.72874497092
TCGA-E9-A1QZ-01	3671.84709713605	4505.10897230033	8176.95606943637
TCGA-GM-A2D9-01	2865.10640999229	2385.1514048222	5250.25781481449
TCGA-GM-A3XL-01	801.251227340735	3764.79383588076	4566.0450632215
TCGA-LQ-A4E4-01	1784.48006774562	481.718386601221	2266.19845434684
TCGA-D8-A1X7-01	2852.90356163779	1699.77659731748	4552.68015895527
TCGA-AN-A0XU-01	1133.98291721853	2499.80843463367	3633.7913518522
TCGA-BH-A0BV-01	3747.59315747366	3323.78361365158	7071.37677112525
TCGA-BH-A1FJ-01	1382.35137310837	374.446323616864	1756.79769672523
TCGA-EW-A1J1-01	2320.40567117224	2997.19495081905	5317.60062199129
TCGA-A2-A4RX-01	3857.99047832207	2876.35584898599	6734.34632730806
TCGA-D8-A142-01	3851.60212069081	2833.24669042951	6684.84881112032
TCGA-EW-A1J2-01	4240.38893941068	3168.06997369057	7408.45891310125
TCGA-BH-A0HF-01	4005.67220092435	3294.28906162188	7299.96126254623
TCGA-E9-A1N9-01	2718.36229793356	1787.47123561852	4505.83353355208
TCGA-E2-A570-01	3205.46047510873	1381.02323554528	4586.48371065401
TCGA-AO-A0JG-01	3290.33636196011	3551.21358396699	6841.54994592709
TCGA-S3-A6ZH-01	1224.4477227919	1692.61232440611	2917.06004719801
TCGA-D8-A1XC-01	406.974131207881	792.878984006625	1199.85311521451
TCGA-AQ-A54N-01	-995.567771710566	1274.07227198657	278.504500276
TCGA-C8-A131-01	2979.64950244778	2656.27281318039	5635.92231562817
TCGA-E2-A1AZ-01	3872.23027971572	3938.80576390556	7811.03604362128
TCGA-E9-A3HO-01	1724.29053737983	2606.59688218338	4330.88741956321
TCGA-A7-A5ZX-01	3284.81833061025	1300.49565246857	4585.31398307882
TCGA-AR-A2LH-01	3568.98891963358	5014.64957553575	8583.63849516933
TCGA-C8-A138-01	3937.3938768434	4204.56150199865	8141.95537884206
TCGA-LL-A6FR-01	2498.79577796984	1654.11702814551	4152.91280611535
TCGA-D8-A1JM-01	-61.6571729837836	1662.26677356272	1600.60960057894
TCGA-BH-A0BF-01	5211.25058869288	5524.6407128851	10735.891301578
TCGA-A7-A0CH-01	2615.82636781976	1350.45634488375	3966.2827127035
TCGA-LL-A73Y-01	3298.74975239814	3284.48642010462	6583.23617250276
TCGA-BH-A1FH-01	4960.91260262938	2175.50567903583	7136.41828166521
TCGA-AC-A4ZE-01	1886.4993795801	1340.903643028	3227.4030226081
TCGA-AR-A24U-01	4421.28061817948	4750.71760414512	9171.9982223246
TCGA-A7-A13G-11	4674.98764029623	2249.53387200839	6924.52151230462
TCGA-A2-A0SX-01	3740.28420711997	4769.75662701132	8510.04083413129
TCGA-E9-A1ND-01	3227.18054374032	5288.71127488654	8515.89181862686
TCGA-A8-A084-01	2280.40458429236	1184.75309803408	3465.15768232645
TCGA-BH-A0DK-11	2200.83028048906	969.424280890837	3170.2545613799
TCGA-A1-A0SG-01	3146.61212223085	2386.09135600127	5532.70347823213
TCGA-B6-A0X0-01	602.951753713268	859.584963836174	1462.53671754944
TCGA-AR-A254-01	4266.07095925483	4075.89935231173	8341.97031156656
TCGA-LD-A7W6-01	2540.60490089093	2040.9631915838	4581.56809247473
TCGA-BH-A1FC-11	4252.49431052447	3320.09559649746	7572.58990702193
TCGA-E9-A1NG-11	5256.11756732426	3448.23756096148	8704.35512828574
TCGA-D8-A1Y0-01	3967.26120774098	3642.43918415316	7609.70039189414
TCGA-BH-A18R-01	1802.99516589575	2020.74085091139	3823.73601680714
TCGA-LL-A5YO-01	3368.96371240015	6473.01499933541	9841.97871173556
TCGA-AO-A0J4-01	2544.533813047	3861.60306934166	6406.13688238866
TCGA-E9-A1NG-01	5294.18725663895	3711.15523122782	9005.34248786677
TCGA-BH-A18M-01	3948.80254465032	2352.85717124232	6301.65971589265
TCGA-A8-A085-01	2349.39130963701	157.00151219505	2506.39282183206
TCGA-E2-A10F-01	4377.94338075623	3648.11502700573	8026.05840776196
TCGA-D8-A27H-01	3191.67628237593	1972.99989545776	5164.67617783369
TCGA-AN-A0XT-01	2237.56644275515	1176.27788786867	3413.84433062382
TCGA-A2-A3Y0-01	1302.6703868364	3785.43617921113	5088.10656604754
TCGA-AN-A0XL-01	4023.09613985003	1666.57082035074	5689.66696020078
TCGA-BH-A1EU-11	3763.91675017949	1904.15136785221	5668.0681180317
TCGA-BH-A0BQ-11	3450.81463250875	2160.81530093484	5611.62993344358
TCGA-AR-A0U2-01	1618.73435938816	2179.43843143111	3798.17279081926
TCGA-A7-A5ZW-01	4222.71728189252	2652.28189955327	6874.99918144579
TCGA-AN-A0AR-01	426.124153944908	524.701324195933	950.825478140841
TCGA-E9-A1RH-01	2429.9949726924	1609.76160136005	4039.75657405244
TCGA-LL-A5YL-01	2750.69025261876	3182.6740501581	5933.36430277686
TCGA-E9-A22G-01	373.456306345652	1418.08921000087	1791.54551634653
TCGA-AR-A1AW-01	4187.79553919792	6594.98685934767	10782.7823985456
TCGA-BH-A1EN-01	2630.5921909825	1334.01166611794	3964.60385710044
TCGA-B6-A409-01	1751.22710483655	2100.20707620564	3851.43418104219
TCGA-A8-A0A2-01	3268.8361146188	2539.49407679879	5808.33019141759
TCGA-AR-A2LJ-01	3972.01383127428	4595.43690417767	8567.45073545194
TCGA-A7-A2KD-01	3581.86853670525	3240.23002762093	6822.09856432618
TCGA-EW-A1P4-01	2420.22964067887	4060.56796504936	6480.79760572823
TCGA-A8-A09M-01	2432.95767865261	3431.62910583211	5864.58678448472
TCGA-E9-A245-01	1601.1671998351	852.272659811868	2453.43985964696
TCGA-GI-A2C9-11	4463.53796672641	2909.65609064958	7373.194057376
TCGA-E2-A1IP-01	2974.82729999336	5386.62001186454	8361.4473118579
TCGA-C8-A3M7-01	3435.50602148971	2303.11031499742	5738.61633648713
TCGA-BH-A0DV-01	5248.86438608059	3074.42892777925	8323.29331385984
TCGA-D8-A27T-01	4314.35008706034	3442.83327058535	7757.1833576457
TCGA-AO-A128-01	3153.0991860786	6769.27726638131	9922.37645245991
TCGA-EW-A1J3-01	2403.62445050887	1676.23168878913	4079.85613929801
TCGA-AC-A2BM-01	2255.31623459511	2664.28102913665	4919.59726373177
TCGA-AN-A0FN-01	5709.32645134657	5113.88104815993	10823.2074995065
TCGA-A8-A08O-01	2815.83985583781	741.338226796164	3557.17808263398
TCGA-A8-A09A-01	3671.84253109786	2397.77795755353	6069.62048865139
TCGA-AO-A1KQ-01	2522.06134646459	3177.27331942489	5699.33466588948
TCGA-WT-AB44-01	2916.21758793674	2134.86001133223	5051.07759926897
TCGA-A2-A0T3-01	1685.15737988144	637.942715971952	2323.10009585339
TCGA-E9-A1NA-11	4484.64937769583	3221.44879590921	7706.09817360504
TCGA-B6-A0RN-01	3028.78270764768	1018.47723864556	4047.25994629324
TCGA-A7-A3J0-01	902.250510365366	2055.13659443343	2957.3871047988
TCGA-GM-A2DC-01	1411.70182312695	1238.11005493681	2649.81187806376
TCGA-BH-A8G0-01	4443.84430794608	4439.54672031492	8883.391028261
TCGA-A2-A0ET-01	839.560309764399	2162.25274662867	3001.81305639307
TCGA-C8-A12Q-01	3378.15277729076	2855.15833859037	6233.31111588113
TCGA-BH-A0E7-01	2071.99048878975	591.002608637112	2662.99309742687
TCGA-BH-A0DV-11	2243.23991239777	1045.61298426672	3288.85289666448
TCGA-AN-A04A-01	3716.78186142569	1823.56634067841	5540.34820210409
TCGA-E9-A2JT-01	3946.00496199702	6873.90796651082	10819.9129285078
TCGA-E9-A1R7-01	1558.69730108761	469.811069638739	2028.50837072635
TCGA-E2-A1LL-01	1267.76731519465	1151.15667686541	2418.92399206006
TCGA-E9-A1R0-01	3375.60890741052	2413.23135820597	5788.84026561649
TCGA-A8-A07B-01	3108.41892298935	1550.62431252701	4659.04323551636
TCGA-EW-A1PE-01	3796.47969990653	3939.42858812764	7735.90828803417
TCGA-A7-A6VY-01	3002.10018622202	3935.2030281422	6937.30321436422
TCGA-E2-A156-01	667.128812409732	718.451000938563	1385.57981334829
TCGA-A7-A426-01	3226.80918325087	2232.28517772229	5459.09436097315
TCGA-A8-A06Q-01	161.845639348433	567.968718097859	729.814357446292
TCGA-D8-A73U-01	4857.35135886314	6511.430416707	11368.7817755701
TCGA-E9-A54X-01	-1617.015807961	-656.391357776987	-2273.40716573798
TCGA-A8-A0A7-01	4863.10448651824	6273.37820147221	11136.4826879905
TCGA-E2-A14Y-01	1143.18846422993	1382.19009738222	2525.37856161216
TCGA-D8-A1JN-01	371.157049109243	1593.59753458439	1964.75458369364
TCGA-BH-A1FU-11	3668.77033690965	1919.62481128387	5588.39514819352
TCGA-AN-A0AJ-01	2704.57311940179	3720.14387239216	6424.71699179395
TCGA-A8-A076-01	3515.16363791232	2436.23703795171	5951.40067586403
TCGA-A2-A0ES-01	3970.24316232932	2619.28055435429	6589.52371668362
TCGA-BH-A1F2-01	4004.81070411743	1920.37241843208	5925.18312254951
TCGA-B6-A408-01	3185.5302590076	3613.18215789215	6798.71241689976
TCGA-E9-A5FK-01	3524.1416426876	5643.12703733249	9167.26868002009
TCGA-LL-A7SZ-01	2872.51945846661	4855.59742580614	7728.11688427275
TCGA-E2-A572-01	561.316184895467	1439.16808063379	2000.48426552926
TCGA-BH-A0B0-01	4147.2537592367	3645.39038898602	7792.64414822272
TCGA-A8-A09D-01	4731.2017098882	3207.02554633679	7938.22725622499
TCGA-A2-A0YJ-01	890.18150768027	795.088028443974	1685.26953612424
TCGA-D8-A13Z-01	3275.30684850576	3452.40796980482	6727.71481831059
TCGA-A1-A0SI-01	4392.16401773978	3300.34986692296	7692.51388466275
TCGA-E2-A14O-01	1635.05342220151	1536.17072006111	3171.22414226262
TCGA-BH-A0E0-01	739.503176044983	1935.1450799189	2674.64825596388
TCGA-A7-A3IY-01	3699.63929401086	3824.82553252762	7524.46482653848
TCGA-EW-A1P3-01	2750.96564115713	1972.85530864225	4723.82094979938
TCGA-AR-A24V-01	4680.86990457324	2938.13140939864	7619.00131397188
TCGA-BH-A1F2-11	3956.7100686078	2050.91612204499	6007.62619065279
TCGA-EW-A423-01	1626.02463020241	2920.2591781302	4546.28380833262
TCGA-LD-A66U-01	3147.54776223737	3670.47975947091	6818.02752170828
TCGA-A7-A13F-01	2281.18933758123	1755.91679372513	4037.10613130636
TCGA-BH-A1FB-01	4522.18635082859	4298.96216088712	8821.1485117157
TCGA-BH-A0BM-01	3341.43191836195	1688.57376599569	5030.00568435764
TCGA-BH-A18V-11	3321.70996939207	2372.15775196155	5693.86772135362
TCGA-AR-A1AU-01	3151.29092044703	1611.78996601794	4763.08088646497
TCGA-A2-A0YF-01	2463.92415464871	2573.65302169008	5037.5771763388
TCGA-E2-A1IE-01	1283.8695339673	41.1001493767059	1324.96968334401
TCGA-AC-A2FE-01	4111.76608399516	4943.01173357292	9054.77781756808
TCGA-BH-A1FM-11	3672.16597105476	1929.44712443182	5601.61309548658
TCGA-AC-A3W7-01	2977.76712820755	1667.91429784783	4645.68142605537
TCGA-A7-A26G-01	4925.59336322318	3764.01832789522	8689.6116911184
TCGA-LL-A8F5-01	1936.04930916291	3177.89805579199	5113.9473649549
TCGA-A2-A4S2-01	3263.30851242946	3640.26788254423	6903.5763949737
TCGA-BH-A0W3-01	1173.82078100041	1608.05828606018	2781.87906706059
TCGA-LL-A7T0-01	1930.34127499551	2468.31293485817	4398.65420985368
TCGA-A7-A5ZV-01	1233.21737358261	2339.48174082096	3572.69911440357
TCGA-AO-A0JB-01	2538.14284737286	2328.58140032141	4866.72424769427
TCGA-BH-A0AU-11	2034.22854973336	1479.89380453026	3514.12235426362
TCGA-BH-A0BT-11	1870.97241587073	1109.25726481168	2980.22968068241
TCGA-B6-A0I5-01	2463.50610258502	2424.65006702434	4888.15616960937
TCGA-EW-A1IZ-01	2449.56542826683	5681.48916405024	8131.05459231707
TCGA-AO-A12H-01	1779.10351159662	1549.20199641747	3328.30550801409
TCGA-A8-A0A9-01	2886.01891858128	2157.95865951872	5043.9775781
TCGA-AC-A2FG-01	2745.67054436433	1643.78101240892	4389.45155677325
TCGA-A2-A0T1-01	4583.33507540885	5164.69423574666	9748.02931115551
TCGA-AO-A0JJ-01	4550.68985761412	4326.72482887187	8877.41468648599
TCGA-BH-A0E1-01	2455.45084848544	1101.99226752858	3557.44311601402
TCGA-AC-A3QP-01	3839.97815254709	3580.91401420921	7420.89216675629
TCGA-B6-A0IP-01	2093.48659960765	1993.07733914317	4086.56393875083
TCGA-Z7-A8R6-01	1802.31497740456	1645.60381526902	3447.91879267358
TCGA-E2-A154-01	2480.82500226439	805.320374034446	3286.14537629884
TCGA-A2-A0EW-01	4486.70243083961	3095.93673899511	7582.63916983473
TCGA-BH-A0AU-01	3331.83295165506	2385.15380626192	5716.98675791698
TCGA-BH-A204-11	4956.15263253026	2248.38443245728	7204.53706498754
TCGA-BH-A1ET-01	3161.83906054413	2120.24319153754	5282.08225208166
TCGA-AO-A03V-01	1972.37489755783	1385.51463347093	3357.88953102875
TCGA-BH-A1FB-11	3092.45529612026	2286.68755773968	5379.14285385994
TCGA-GM-A5PX-01	3615.72685637103	2178.51996658789	5794.24682295892
TCGA-C8-A135-01	3274.68970725969	2859.23521136834	6133.92491862802
TCGA-BH-A0AW-01	4066.2966130506	5332.11731669198	9398.41392974258
TCGA-AR-A24N-01	2962.42613274607	1680.49008769571	4642.91622044178
TCGA-A8-A09Q-01	3646.74330260116	3895.86075845604	7542.6040610572
TCGA-E9-A22D-01	3145.81128804448	5887.44990024108	9033.26118828556
TCGA-B6-A0I6-01	2525.36218855373	1280.1630133708	3805.52520192453
TCGA-D8-A1JH-01	4274.58922824823	3066.80660899273	7341.39583724097
TCGA-E9-A1RE-01	1792.48599855408	740.087135025681	2532.57313357976
TCGA-E2-A1BC-01	3589.60416594609	1099.0390609245	4688.64322687059
TCGA-BH-A0C0-01	2751.86269487478	5389.52520129862	8141.3878961734
TCGA-AR-A24X-01	2978.64338848266	1751.97434535846	4730.61773384111
TCGA-EW-A1OW-01	3111.00940362642	2221.16744406597	5332.17684769239
TCGA-A7-A3RF-01	1435.84819392614	489.849629341143	1925.69782326728
TCGA-A8-A07G-01	4091.24075495953	2437.54692861754	6528.78768357707
TCGA-AC-A23C-01	3396.81211819098	2859.30147270689	6256.11359089787
TCGA-AC-A23H-01	2317.67579160302	1135.30366143005	3452.97945303307
TCGA-D8-A1XF-01	567.272081608479	750.623688719081	1317.89577032756
TCGA-AR-A0U4-01	3251.70812593605	5208.55340242837	8460.26152836441
TCGA-A8-A09C-01	2225.86873546314	754.484366400427	2980.35310186357
TCGA-AN-A0XP-01	2832.36403358879	1444.91743162563	4277.28146521443
TCGA-D8-A1XK-01	1397.71801685334	3049.10241186922	4446.82042872256
TCGA-EW-A6S9-01	3093.56305815314	1581.26524498482	4674.82830313796
TCGA-A8-A08T-01	2655.08675960716	1589.5514048416	4244.63816444876
TCGA-AR-A0TP-01	950.522852868433	178.379876011885	1128.90272888032
TCGA-E2-A15D-01	2900.63696178622	1914.34748866901	4814.98445045523
TCGA-B6-A0IQ-01	831.102475012808	1890.21190059164	2721.31437560445
TCGA-AN-A0XO-01	2421.66879021758	197.819231173581	2619.48802139116
TCGA-BH-A0B8-01	2498.16171689339	1400.87597621046	3899.03769310385
TCGA-AO-A129-01	2537.12005773507	4060.89665079444	6598.01670852952
TCGA-GM-A2DF-01	3154.80438676353	4392.23123988162	7547.03562664515
TCGA-D8-A27M-01	4200.98840336297	4799.42750167539	9000.41590503836
TCGA-AN-A03X-01	4437.81618371751	2483.43719054468	6921.25337426219
TCGA-A7-A0DC-11	4343.08988797747	2103.39718942139	6446.48707739886
TCGA-OL-A66O-01	1436.03777218621	642.242355281618	2078.28012746783
TCGA-EW-A6SA-01	354.530444608865	-403.228907407345	-48.6984627984796
TCGA-BH-A5J0-01	4044.9475844252	4585.90341382495	8630.85099825015
TCGA-BH-A0EB-01	4303.63818992882	4076.52047848309	8380.15866841191
TCGA-B6-A0IB-01	683.349214607202	47.7079042241352	731.057118831337
TCGA-B6-A0WY-01	3222.81994674617	2285.90211774392	5508.72206449009
TCGA-AC-A3BB-01	4296.06538622373	4490.15112329469	8786.21650951842
TCGA-AN-A049-01	3417.4883307293	2771.36427688948	6188.85260761877
TCGA-A8-A06Z-01	901.784028114173	1109.58055996349	2011.36458807766
TCGA-C8-A1HI-01	2516.71752498874	1434.56818574269	3951.28571073143
TCGA-BH-A0HL-01	155.823076294365	-647.706355958198	-491.883279663833
TCGA-BH-A18S-11	3719.6463714231	3535.36887133361	7255.01524275671
TCGA-A1-A0SF-01	3013.34836103574	2885.65724822537	5899.0056092611
TCGA-AR-A2LR-01	3445.46134234692	1451.32250210533	4896.78384445225
TCGA-E9-A1RF-01	3775.43862068363	3584.89351870361	7360.33213938724
TCGA-B6-A0RT-01	3840.02436075225	6894.29854973996	10734.3229104922
TCGA-E9-A1RI-01	4243.13166401685	2136.13372386167	6379.26538787852
TCGA-BH-A0DL-01	2349.37820520153	4641.99597579575	6991.37418099727
TCGA-AR-A251-01	2393.86759592802	1879.84512272729	4273.71271865531
TCGA-AC-A3TN-01	2004.11741670476	1499.14757855412	3503.26499525888
TCGA-AC-A2QI-01	3763.36300333891	3178.01849958031	6941.38150291922
TCGA-B6-A0X4-01	-472.336430153573	-408.413308294525	-880.749738448099
TCGA-E2-A1B5-01	3652.64967589356	6036.35954233907	9689.00921823263
TCGA-A2-A0YH-01	4101.51844091162	4318.45513908246	8419.97357999408
TCGA-A8-A06T-01	2551.70567329751	2136.44660135765	4688.15227465515
TCGA-E2-A15K-06	-213.809206438097	1147.72354946617	933.914343028076
TCGA-E9-A22H-01	1995.73794112956	2220.08903499698	4215.82697612654
TCGA-BH-A0DE-01	4102.8615204396	3138.4489414698	7241.3104619094
TCGA-OL-A5RW-01	1528.81999695524	2109.19640590287	3638.01640285812
TCGA-A8-A090-01	3296.06867766327	2912.868129541	6208.93680720426
