sample	stromal	immune	estimate
TCGA-A8-A06R-01	3888.39197958316	3104.97652689033	6993.36850647349
TCGA-E9-A295-01	2961.74227297852	1717.97694787157	4679.71922085008
TCGA-AC-A62X-01	422.303214289344	795.526509007309	1217.82972329665
TCGA-BH-A18N-01	2050.52941608544	1258.72852085406	3309.2579369395
TCGA-BH-A1FL-01	2252.88274878638	1181.15017086901	3434.03291965539
TCGA-D8-A1XD-01	2782.64072484012	110.262871946048	2892.90359678617
TCGA-AC-A2FB-01	3844.88773119431	5561.7822179905	9406.66994918482
TCGA-BH-A0DQ-01	4455.97793212709	2302.67018758852	6758.64811971561
TCGA-AC-A3W5-01	4576.8489258231	4512.9897222245	9089.8386480476
TCGA-D8-A1JP-01	4117.21445444295	2810.25574161448	6927.47019605743
TCGA-BH-A0HW-01	-137.962697384321	-455.155523027446	-593.118220411767
TCGA-BH-A0BW-01	2676.59503575748	4555.80725261472	7232.40228837219
TCGA-LL-A6FP-01	-251.678969810798	384.900696569032	133.221726758234
TCGA-A8-A0A4-01	3103.56179665635	1090.28725030829	4193.84904696463
TCGA-AC-A6IW-01	1870.26883468859	5487.59978825698	7357.86862294557
TCGA-BH-A0C0-11	2397.98249954058	1359.09348437743	3757.07598391801
TCGA-XX-A899-01	4329.07979791162	4632.70596583569	8961.78576374731
TCGA-A2-A25A-01	4586.79327369985	3292.9460886609	7879.73936236075
TCGA-E9-A1R5-01	3014.3300766055	1180.27341076367	4194.60348736917
TCGA-5T-A9QA-01	-827.642633647863	673.963430950743	-153.67920269712
TCGA-GM-A3NW-01	1977.76242196408	1876.29888430331	3854.06130626738
TCGA-D8-A1JS-01	28.806479646144	829.172666654576	857.97914630072
TCGA-AR-A1AJ-01	4431.56073274481	5976.74124916492	10408.3019819097
TCGA-AN-A0AK-01	1297.31509930587	1827.54578019194	3124.86087949781
TCGA-BH-A0H7-11	2509.1896866244	1465.65857474751	3974.8482613719
TCGA-D8-A73W-01	3797.29094276295	3226.82432006491	7024.11526282786
TCGA-BH-A0BM-11	1599.3584084455	1564.84020365943	3164.19861210494
TCGA-BH-A0BZ-01	4312.91924554567	4500.35002064638	8813.26926619205
TCGA-A2-A0EU-01	2359.649210251	1326.14922595644	3685.79843620743
TCGA-B6-A401-01	2820.08533598491	2988.89551399122	5808.98084997613
TCGA-AC-A7VC-01	3411.62981497289	2508.48461637349	5920.11443134638
TCGA-AR-A24P-01	3672.20733656581	2057.31609335221	5729.52342991802
TCGA-S3-AA0Z-01	1817.61527765326	3275.25140717114	5092.8666848244
TCGA-LL-A50Y-01	1915.82911359129	2877.15227125309	4792.98138484438
